Year	CPS_R-FDR_longcalib	PCR_R-FDR_longcalib	M08_R-FDR_longcalib	PAI_R-FDR_longcalib	OIE_R-FDR_longcalib	BHM_R-FDR_longcalib	LMR_R-FDR_longcalib
328	-0.3263	-0.3604	-0.0213	-0.2323	-0.1281	-0.1678	-0.1379
329	-0.2858	-0.2894	-0.0321	-0.2015	-0.0427	-0.116	-0.1456
330	-0.2698	-0.2699	-0.1085	-0.1649	-0.0952	-0.1261	-0.1352
331	-0.2693	-0.3189	-0.1228	-0.179	-0.1844	-0.1857	-0.1013
332	-0.2153	-0.2519	-0.1628	-0.121	-0.063	-0.1498	-0.1276
333	-0.2143	-0.2569	-0.0746	0.0341	0.0355	-0.1731	-0.1189
334	-0.2723	-0.3134	-0.1088	-0.2381	-0.0629	-0.1636	-0.1423
335	-0.2968	-0.3319	-0.1815	-0.3935	-0.1324	-0.2317	-0.1756
336	-0.2483	-0.2999	-0.1336	-0.1913	-0.1029	-0.186	-0.1385
337	-0.3423	-0.3569	-0.0504	-0.1665	-0.1464	-0.1346	-0.137
338	-0.3343	-0.3769	-0.1075	-0.2473	-0.1553	-0.1988	-0.1614
339	-0.4113	-0.4539	-0.0658	-0.3238	-0.2585	-0.2498	-0.1995
340	-0.2773	-0.2939	-0.1039	-0.2319	-0.1371	-0.1487	-0.1712
341	-0.2533	-0.2624	-0.1163	-0.1625	-0.0614	-0.0542	-0.1501
342	-0.3068	-0.3209	-0.0436	-0.1868	-0.1367	-0.0347	-0.1448
343	-0.2863	-0.3064	-0.0504	-0.1595	-0.1124	-0.1025	-0.1534
344	-0.3948	-0.4219	-0.0023	-0.1913	-0.1861	-0.1337	-0.1354
345	-0.2883	-0.3029	-0.0715	-0.2118	-0.1368	-0.1278	-0.1472
346	-0.2953	-0.3059	-0.0255	-0.1821	-0.0912	-0.007	-0.1227
347	-0.3683	-0.3949	-0.0496	-0.1645	-0.1544	-0.0386	-0.1277
348	-0.2443	-0.2894	-0.1046	-0.0039	-0.0666	-0.0413	-0.1007
349	-0.2313	-0.2589	-0.0413	-0.0303	-0.0265	-0.0579	-0.1114
350	-0.3488	-0.3754	-0.037	-0.2218	-0.1575	-0.0976	-0.149
351	-0.3413	-0.3524	-0.0684	-0.2187	-0.2018	-0.1001	-0.1393
352	-0.4033	-0.4319	-0.0899	-0.224	-0.2701	-0.1697	-0.1566
353	-0.2348	-0.2869	-0.1314	-0.0823	-0.1134	-0.1431	-0.1218
354	-0.3858	-0.4034	-0.0336	-0.1949	-0.2074	-0.1801	-0.1625
355	-0.3323	-0.3549	-0.1107	-0.1717	-0.1769	-0.1621	-0.1578
356	-0.3053	-0.3214	-0.1108	-0.084	-0.1083	-0.1673	-0.1574
357	-0.3793	-0.4134	-0.0287	-0.1975	-0.1706	-0.2281	-0.1758
358	-0.2723	-0.2869	-0.0594	-0.035	-0.0744	-0.1555	-0.1471
359	-0.3863	-0.4179	-0.1856	-0.3151	-0.2436	-0.2525	-0.1947
360	-0.3598	-0.3729	-0.0982	-0.0772	-0.1234	-0.203	-0.1737
361	-0.2133	-0.2664	-0.1488	0.0712	-0.0333	-0.1289	-0.1197
362	-0.3673	-0.3979	-0.141	-0.1946	-0.1646	-0.1284	-0.1496
363	-0.3143	-0.3404	-0.1776	-0.1078	-0.1249	-0.0949	-0.1234
364	-0.3293	-0.3434	-0.0935	-0.1534	-0.081	-0.108	-0.1358
365	-0.3218	-0.3484	-0.0916	-0.1141	-0.1063	-0.1945	-0.149
366	-0.3423	-0.3619	-0.1372	-0.0902	-0.0887	-0.1573	-0.1468
367	-0.3683	-0.3999	-0.0535	-0.1468	-0.1269	-0.1624	-0.1591
368	-0.3358	-0.3714	-0.0242	-0.0385	-0.1292	-0.1755	-0.1361
369	-0.4358	-0.4539	-0.0072	-0.1211	-0.1564	-0.2373	-0.1566
370	-0.2908	-0.3514	0.0375	0.0192	-0.0797	-0.1774	-0.0951
371	-0.3633	-0.3939	-0.0375	-0.1221	-0.1539	-0.163	-0.1336
372	-0.3903	-0.4009	-0.1385	-0.211	-0.2209	-0.1936	-0.1624
373	-0.4633	-0.4809	-0.0027	-0.1894	-0.1994	-0.1857	-0.1436
374	-0.5018	-0.5319	-0.0198	-0.3442	-0.2721	-0.284	-0.1681
375	-0.3408	-0.3799	0.0057	-0.0725	-0.0969	-0.1513	-0.1233
376	-0.3743	-0.4139	0.035	-0.0916	-0.1418	-0.243	-0.1474
377	-0.2168	-0.2619	0.0139	0.0482	-0.0071	-0.0872	-0.0927
378	-0.3293	-0.3759	0.0135	-0.1101	-0.1562	-0.1533	-0.1382
379	-0.2943	-0.3149	0.0338	-0.064	-0.0861	-0.0991	-0.1319
380	-0.2923	-0.3224	-0.0365	-0.0453	-0.0119	-0.0871	-0.1317
381	-0.3223	-0.3664	-0.0151	-0.1439	-0.1111	-0.2171	-0.1446
382	-0.2883	-0.3464	0.0494	0.0235	-0.0912	-0.1381	-0.0854
383	-0.2793	-0.3229	0.008	-0.0714	-0.1306	-0.117	-0.1159
384	-0.2668	-0.3034	0.0068	0.0611	-0.0889	-0.1133	-0.1074
385	-0.2863	-0.3149	-0.0016	0.1671	-0.0357	-0.0921	-0.0861
386	-0.1563	-0.2099	-0.0629	0.1925	-0.0354	-0.1149	-0.0554
387	-0.2938	-0.3189	-0.1655	-0.1256	-0.0922	-0.1613	-0.1474
388	-0.2983	-0.3349	-0.1325	-0.092	-0.15	-0.205	-0.1294
389	-0.2663	-0.2884	-0.1787	-0.1109	-0.142	-0.2237	-0.1468
390	-0.4063	-0.3929	-0.1883	-0.3161	-0.1746	-0.3082	-0.178
391	-0.3063	-0.3394	-0.1538	-0.1501	-0.1774	-0.2487	-0.1211
392	-0.3683	-0.3939	-0.1537	-0.2799	-0.2237	-0.2408	-0.1873
393	-0.3853	-0.3989	-0.157	-0.2965	-0.1998	-0.2186	-0.1778
394	-0.3503	-0.3689	-0.1434	-0.2215	-0.1431	-0.2484	-0.1682
395	-0.3813	-0.3979	-0.0984	-0.2998	-0.2063	-0.2253	-0.1506
396	-0.3028	-0.3269	-0.1157	-0.1702	-0.1331	-0.2318	-0.1713
397	-0.3293	-0.3509	-0.068	-0.2058	-0.0809	-0.2043	-0.1557
398	-0.2063	-0.2469	-0.1288	-0.0367	-0.09	-0.1684	-0.1066
399	-0.2533	-0.2899	-0.1393	-0.1164	-0.1006	-0.1786	-0.1223
400	-0.3493	-0.3789	-0.047	-0.1952	-0.1585	-0.1557	-0.1338
401	-0.2408	-0.2844	0.0118	-0.0184	-0.1094	-0.1235	-0.0904
402	-0.2518	-0.2779	-0.0039	-0.1187	-0.1123	-0.1359	-0.1136
403	-0.2413	-0.2739	0.0935	0.0212	-0.0622	-0.0825	-0.0912
404	-0.2623	-0.2949	0.0942	-0.0763	-0.125	-0.078	-0.1156
405	-0.1763	-0.2129	0.1133	-0.0341	-0.0579	0.0376	-0.106
406	-0.0223	-0.0569	0.0515	0.1337	0.0694	0.1046	-0.0455
407	-0.1103	-0.1224	0.0969	-0.016	0.008	0.0691	-0.0837
408	-0.0888	-0.1404	0.106	0.1778	0.0022	0.0204	-0.049
409	-0.1173	-0.1564	0.0625	-0.0355	-0.0837	-0.0155	-0.0671
410	-0.1658	-0.1909	-0.0018	-0.0739	-0.0518	-0.0779	-0.0952
411	-0.1808	-0.2209	0.0567	0.0938	-0.0156	-0.0922	-0.0767
412	-0.2083	-0.2809	0.0482	0.0644	-0.1154	-0.1404	-0.0692
413	-0.1353	-0.1689	0.0353	0.0941	0.0579	-0.1362	-0.0977
414	-0.2573	-0.2759	0.0674	-0.1047	-0.0361	-0.1826	-0.1452
415	-0.1053	-0.1279	-0.0064	0.0575	-0.012	-0.1284	-0.088
416	-0.2343	-0.2674	0.0161	-0.0389	-0.0773	-0.1378	-0.1116
417	-0.1563	-0.1664	0.0086	0.0097	-0.0164	-0.1381	-0.11
418	-0.2043	-0.2459	-0.0124	-0.0748	-0.0615	-0.1533	-0.1122
419	-0.1543	-0.1489	-0.0148	-0.0415	-0.048	-0.1267	-0.0844
420	-0.1758	-0.2129	-0.0175	-0.0389	-0.0292	-0.0968	-0.0871
421	-0.2053	-0.2149	-0.016	-0.0652	-0.0301	-0.1367	-0.1376
422	-0.2753	-0.3069	0.0701	-0.0301	-0.0548	-0.164	-0.1202
423	-0.2633	-0.2989	0.0591	-0.0494	-0.0737	-0.1656	-0.0967
424	-0.0718	-0.1479	0.0244	0.0948	0.02	-0.1137	-0.0335
425	-0.0563	-0.1309	0.0173	-0.0214	0.0495	-0.1532	-0.0466
426	-0.3513	-0.3624	0.0579	-0.1842	-0.1804	-0.2303	-0.1452
427	-0.1883	-0.2069	0.0216	-0.0842	-0.037	-0.2192	-0.1018
428	-0.2353	-0.2549	-0.0137	-0.2693	-0.2281	-0.181	-0.1072
429	-0.1748	-0.1954	0.0996	-0.0232	-0.0781	-0.0701	-0.0545
430	-0.1478	-0.1794	0.0351	0.0503	-0.0331	0.0045	-0.0516
431	-0.2028	-0.2104	0.0378	-0.0126	-0.0678	-0.1317	-0.0885
432	-0.1813	-0.2079	0.0033	0.0314	-0.066	-0.0867	-0.0714
433	-0.1083	-0.1259	-0.0333	-0.0055	-0.0667	-0.0739	-0.0921
434	-0.0933	-0.0909	0.0432	0.0197	-0.0095	-0.0204	-0.0689
435	-0.1033	-0.1299	0.0114	0.0892	0.018	-0.0661	-0.0654
436	-0.2128	-0.2289	0.0273	-0.0269	-0.1245	-0.1452	-0.1143
437	-0.1563	-0.1729	0.0285	0.0971	-0.0754	-0.0614	-0.0669
438	-0.1448	-0.1569	-0.0334	-0.0865	-0.128	-0.0467	-0.0971
439	-0.2773	-0.3049	0.0102	-0.2257	-0.2591	-0.0885	-0.1281
440	-0.2133	-0.2449	-0.0654	-0.1455	-0.1863	-0.0774	-0.0798
441	-0.1943	-0.2499	-0.0467	-0.0147	-0.1113	-0.0408	-0.063
442	-0.1523	-0.1914	-0.0119	0.0729	-0.0623	-3e-04	-0.0598
443	-0.1198	-0.1754	0.0585	0.2159	0.0266	0.0104	-0.0551
444	-0.0398	-0.0689	-0.0232	0.2922	0.1076	0.0429	-0.0362
445	-0.2003	-0.2229	0.0346	0.1307	-0.0562	-0.1358	-0.0835
446	-0.1408	-0.1654	0.0563	0.195	-0.0421	-0.1216	-0.0711
447	-0.2418	-0.2389	0.0401	-0.0654	-0.0758	-0.09	-0.1245
448	-0.1868	-0.2029	-0.0247	-0.0876	-0.0659	-0.1109	-0.1294
449	-0.3493	-0.3794	0.0064	-0.3599	-0.173	-0.1838	-0.1859
450	-0.2358	-0.2734	0.0457	-0.071	-0.0664	-0.0531	-0.1193
451	-0.2913	-0.3274	0.0878	-0.0179	-0.104	-0.1655	-0.0894
452	-0.1753	-0.2024	0.0039	-0.0664	-0.0487	-0.1327	-0.1069
453	-0.1723	-0.2014	0.01	0.0606	-0.0484	-0.0836	-0.0826
454	-0.2008	-0.2324	0.0899	0.1314	-0.0358	-0.1253	-0.0936
455	-0.1828	-0.2149	0.0958	0.1107	-0.0123	-0.107	-0.0797
456	-0.1923	-0.2349	0.0552	0.0304	-0.0494	-0.1092	-0.0842
457	-0.1253	-0.1699	0.1033	0.24	0.0134	-0.0498	-0.0617
458	-0.1858	-0.2234	0.0995	0.0916	-0.0478	-0.0338	-0.0846
459	-0.2408	-0.2689	0.1146	0.039	-0.0901	-0.0886	-0.1154
460	-0.3373	-0.3789	0.1189	-0.1142	-0.1681	-0.0783	-0.1162
461	-0.1743	-0.2129	0.0758	0.0224	-0.0948	-0.1002	-0.1151
462	-0.2673	-0.3004	0.0292	0.0177	-0.1586	-0.2006	-0.1311
463	-0.2593	-0.3169	-0.0215	-0.1445	-0.1256	-0.213	-0.1101
464	-0.3128	-0.3329	-0.0229	-0.1486	-0.1664	-0.2149	-0.1516
465	-0.2773	-0.3314	-0.0205	-0.0046	-0.1067	-0.1678	-0.1292
466	-0.1643	-0.1839	-0.0631	0.1355	-5e-04	-0.1389	-0.0804
467	-0.2778	-0.3189	0.0022	-0.1237	-0.103	-0.2122	-0.1302
468	-0.2693	-0.2934	-0.0898	-0.0183	-0.1415	-0.1744	-0.1052
469	-0.2878	-0.3219	-0.1621	-0.1691	-0.2065	-0.2111	-0.1214
470	-0.3878	-0.4119	-0.1986	-0.2952	-0.232	-0.239	-0.1502
471	-0.3268	-0.3654	-0.1369	-0.1821	-0.1876	-0.2386	-0.1489
472	-0.2953	-0.3369	-0.1658	-0.127	-0.1504	-0.2011	-0.1144
473	-0.3733	-0.3889	-0.1177	-0.2729	-0.165	-0.156	-0.1511
474	-0.4083	-0.4359	-0.1313	-0.2804	-0.2833	-0.2227	-0.1535
475	-0.3868	-0.4329	-0.0699	-0.1904	-0.1838	-0.1945	-0.1454
476	-0.3463	-0.3769	-0.0619	-0.1988	-0.1892	-0.1691	-0.1571
477	-0.2898	-0.3049	-0.089	-0.1443	-0.1481	-0.2114	-0.1401
478	-0.1803	-0.2299	-0.0197	0.1569	0.0373	-0.1899	-0.1021
479	-0.2228	-0.2749	0.0595	0.1232	-0.0732	-0.176	-0.1156
480	-0.0953	-0.1339	0.0115	0.2491	0.0619	-0.087	-0.0802
481	-0.2063	-0.2279	-0.0127	-0.0242	-0.0325	-0.1085	-0.1131
482	-0.2593	-0.2944	0.0563	0.0051	-0.078	-0.1305	-0.1202
483	-0.2143	-0.2879	0.0711	0.0412	-0.0293	-0.1103	-0.0928
484	-0.2343	-0.2804	0.0971	0.0056	-0.0465	-0.0676	-0.1206
485	-0.1653	-0.1839	0.0766	0.0503	-0.0173	0.0231	-0.0983
486	-0.1958	-0.2979	0.0312	0.005	-0.0288	-0.1845	-0.0754
487	-0.1938	-0.2764	0.0773	0.0631	-0.053	-0.1491	-0.0946
488	-0.2883	-0.3684	0.0718	-0.1254	-0.1006	-0.0991	-0.1232
489	-0.2243	-0.2819	0.0806	0.0639	-0.0405	-0.0267	-0.1005
490	-0.2673	-0.2974	0.074	0.0337	-0.0871	-0.0648	-0.1182
491	-0.1973	-0.2529	0.047	-0.004	-0.085	-0.0254	-0.1257
492	-0.2263	-0.2719	0.036	-0.1392	-0.142	-0.0682	-0.1322
493	-0.1868	-0.2314	0.0263	-0.0048	-0.0658	0.0274	-0.0769
494	-0.1603	-0.2384	0.0073	0.104	-0.006	0.0298	-0.0771
495	-0.2703	-0.3159	0.0864	-0.0646	-0.1106	-0.0054	-0.1122
496	-0.1688	-0.2369	0.008	0.094	-0.0456	-0.034	-0.0888
497	-0.2353	-0.2869	0.0416	-0.021	-0.1484	-0.0429	-0.1083
498	-0.1938	-0.2439	0.0544	0.0237	-0.1111	-0.0192	-0.0935
499	-0.2653	-0.2914	-0.0015	-0.0887	-0.1471	-0.0321	-0.1069
500	-0.1973	-0.2324	0.038	0.1073	-0.0221	-0.0399	-0.0876
501	-0.2033	-0.2469	0.0538	0.0747	-0.0614	-0.0146	-0.0868
502	-0.1573	-0.1989	-0.0142	0.0416	-0.0466	-0.0768	-0.0874
503	-0.2523	-0.3009	-0.0096	-0.0967	-0.1212	0.0271	-0.0988
504	-0.3288	-0.3659	-0.0033	-0.2455	-0.2697	-0.0958	-0.1275
505	-0.2053	-0.2289	-0.0344	-0.1803	-0.1375	0.0047	-0.0981
506	-0.2738	-0.2784	-0.0859	-0.2291	-0.1608	-0.0514	-0.1298
507	-0.1683	-0.1879	-0.081	-0.0317	-0.1084	-0.0565	-0.0736
508	-0.2068	-0.2364	-0.0826	-0.1012	-0.1403	-0.1188	-0.1012
509	-0.2903	-0.2939	-0.0762	-0.214	-0.2362	-0.0947	-0.1007
510	-0.2968	-0.3054	-0.0825	-0.2656	-0.2267	-0.1007	-0.1184
511	-0.3903	-0.4104	-0.1006	-0.3059	-0.2527	-0.1658	-0.1343
512	-0.3348	-0.3529	-0.0032	-0.3362	-0.2584	-0.1458	-0.1512
513	-0.1788	-0.2274	-0.0695	-0.1424	-0.084	-0.1348	-0.1051
514	-0.2583	-0.2809	-0.0019	-0.1761	-0.1716	-0.1398	-0.1377
515	-0.2578	-0.2729	0.0062	-0.0522	-0.1213	-0.1421	-0.1113
516	-0.2203	-0.2714	0.0523	-0.0066	-0.0905	-0.0895	-0.094
517	-0.1898	-0.2029	0.0665	-0.0613	-0.046	-0.0661	-0.1218
518	-0.1533	-0.1939	0.0279	0.0548	-0.031	-0.0698	-0.0654
519	-0.1823	-0.2189	0.1043	0.0705	-0.0199	-0.0828	-0.0882
520	-0.3138	-0.3314	0.0658	-0.0996	-0.0877	-0.1084	-0.121
521	-0.2653	-0.2999	0.0525	-0.0828	-0.029	-0.1003	-0.1103
522	-0.2818	-0.3039	0.0825	-0.1855	-0.0779	-0.1058	-0.1458
523	-0.2473	-0.2734	0.1359	-0.1006	-0.0898	-0.0105	-0.0972
524	-0.3058	-0.3344	0.0783	-0.1081	-0.0685	-0.0315	-0.1085
525	-0.1253	-0.1399	0.0105	0.0631	0.01	-0.0451	-0.0766
526	-0.2943	-0.3129	-0.0146	-0.2355	-0.1258	-0.1395	-0.1402
527	-0.2078	-0.2374	0.0121	-0.1243	-0.0705	-0.0748	-0.1164
528	-0.3843	-0.3929	0.0689	-0.1604	-0.1065	-0.125	-0.153
529	-0.2538	-0.2739	-0.0313	-0.1404	-0.0947	-0.1028	-0.1156
530	-0.2793	-0.2719	-0.0051	-0.1797	-0.1602	-0.0591	-0.1329
531	-0.4793	-0.5089	-0.0257	-0.4369	-0.2684	-0.1872	-0.1746
532	-0.2033	-0.2239	-0.1164	-0.1688	-0.1081	-0.0457	-0.1211
533	-0.2378	-0.2689	6e-04	-0.1089	-0.0664	-0.0013	-0.1176
534	-0.1818	-0.2109	-0.0727	-0.0189	-0.0024	0.0022	-0.0969
535	-0.1833	-0.2189	-0.13	-0.031	-0.0171	-0.0932	-0.0895
536	-0.6693	-0.7094	-0.1007	-0.4898	-0.388	-0.2813	-0.2738
537	-0.4193	-0.4774	-0.1425	-0.265	-0.2038	-0.2366	-0.1703
538	-0.3068	-0.3249	-0.1754	-0.2864	-0.1672	-0.1869	-0.179
539	-0.2853	-0.3299	-0.1299	-0.185	-0.0841	-0.1667	-0.1622
540	-0.3923	-0.4379	-0.0738	-0.2682	-0.2134	-0.1897	-0.1839
541	-0.4353	-0.4474	-0.1696	-0.3731	-0.2571	-0.2618	-0.2138
542	-0.4623	-0.5034	-0.1612	-0.4293	-0.2817	-0.2594	-0.2364
543	-0.6348	-0.6854	-0.1316	-0.3719	-0.4218	-0.3516	-0.2625
544	-0.5068	-0.5409	-0.1492	-0.3274	-0.2829	-0.3446	-0.2413
545	-0.5848	-0.6274	-0.1149	-0.3043	-0.3277	-0.361	-0.2563
546	-0.5638	-0.6379	-0.1797	-0.2564	-0.2272	-0.3036	-0.2207
547	-0.4763	-0.5309	-0.1102	-0.2226	-0.1512	-0.2885	-0.1828
548	-0.4093	-0.4839	-0.1496	-0.1321	-0.1147	-0.279	-0.1682
549	-0.5198	-0.5529	-0.1021	-0.2309	-0.2481	-0.3419	-0.2004
550	-0.5188	-0.5804	-0.0922	-0.2417	-0.2687	-0.3292	-0.1979
551	-0.4883	-0.5314	-0.0843	-0.3951	-0.3047	-0.3064	-0.2257
552	-0.4113	-0.4559	-0.063	-0.1966	-0.2155	-0.2539	-0.1681
553	-0.3463	-0.4089	-0.0741	-0.2395	-0.2779	-0.2613	-0.1494
554	-0.3518	-0.4079	-0.0184	-0.1867	-0.1945	-0.221	-0.1443
555	-0.3473	-0.3859	-0.0305	-0.2331	-0.2469	-0.1884	-0.1497
556	-0.2723	-0.3204	-0.0938	-0.1172	-0.179	-0.1464	-0.1165
557	-0.3013	-0.3529	-0.0445	-0.2211	-0.2308	-0.1373	-0.1347
558	-0.2193	-0.2734	-0.0622	-0.0244	-0.0219	-0.0671	-0.1144
559	-0.2643	-0.3149	-0.0743	-0.125	-0.1231	-0.0958	-0.1133
560	-0.3363	-0.3849	-0.0533	-0.2383	-0.1958	-0.1311	-0.1598
561	-0.2153	-0.2904	-0.0233	-0.0982	-0.1163	-0.1463	-0.0849
562	-0.3208	-0.3579	-0.0244	-0.1767	-0.1713	-0.2002	-0.1476
563	-0.3263	-0.3369	-0.0441	-0.2396	-0.1829	-0.1353	-0.1247
564	-0.2548	-0.2979	-0.0536	-0.3074	-0.1856	-0.1492	-0.1519
565	-0.2673	-0.2999	-0.0021	-0.2653	-0.1517	-0.1128	-0.1513
566	-0.2043	-0.2364	0.004	-0.1225	-0.1039	-0.0935	-0.1345
567	-0.2198	-0.2609	0.0273	-0.0984	-0.064	-0.0711	-0.1242
568	-0.1248	-0.1924	0.0034	0.0513	-0.027	-0.0576	-0.0803
569	-0.3933	-0.4339	-0.1478	-0.2067	-0.1251	-0.1337	-0.1205
570	-0.1613	-0.1994	-0.0622	-0.0747	0.0346	-0.0638	-0.0772
571	-0.1443	-0.1994	-0.0275	-0.0621	-0.0028	-0.0372	-0.0624
572	-0.1828	-0.2119	-0.0374	0.0299	0.0273	-0.0536	-0.0806
573	-0.1703	-0.1969	-0.0471	-0.028	0.0163	-0.0576	-0.0855
574	-0.2833	-0.3249	0.0355	-0.1095	-0.086	-0.1558	-0.137
575	-0.3693	-0.3984	-0.0114	-0.317	-0.2215	-0.1544	-0.1376
576	-0.3633	-0.3864	-0.0052	-0.2998	-0.1989	-0.1255	-0.1443
577	-0.2888	-0.3259	-0.0035	-0.1968	-0.0925	-0.1268	-0.126
578	-0.2868	-0.3374	-0.0372	-0.1513	-0.1228	-0.1472	-0.1361
579	-0.3193	-0.3519	-0.0541	-0.2252	-0.144	-0.2078	-0.1381
580	-0.3293	-0.3569	-0.0916	-0.2324	-0.0807	-0.1874	-0.1658
581	-0.2218	-0.2859	-0.0456	-0.1553	-0.0071	-0.1541	-0.1255
582	-0.3278	-0.3449	-0.0261	-0.1723	-0.0981	-0.1549	-0.1232
583	-0.1783	-0.2079	0.0067	-0.0968	-0.0292	-0.1558	-0.1067
584	-0.2178	-0.2389	0.005	-0.1201	-0.0637	-0.1554	-0.122
585	-0.3003	-0.3414	-0.0187	-0.2122	-0.1093	-0.1819	-0.1309
586	-0.0893	-0.1454	-0.0325	-0.0085	0.0351	-0.1292	-0.061
587	-0.2823	-0.3024	-0.0187	-0.2215	-0.1036	-0.169	-0.1458
588	-0.1753	-0.1999	-0.023	-0.0752	-0.0593	-0.0815	-0.0974
589	-0.2423	-0.2429	0.0457	-0.1253	-0.1194	-0.0855	-0.1252
590	-0.0288	-0.0514	0.0436	0.13	0.0577	-0.0503	-0.0595
591	-0.2533	-0.2539	0.0229	-0.205	-0.0838	-0.1144	-0.1256
592	-0.0693	-0.1099	0.0602	0.1866	0.0645	-0.0806	-0.0462
593	-8e-04	-0.0489	0.0034	0.2038	0.0927	-0.0053	-0.0316
594	0.0267	-0.0079	0.0677	0.2022	0.1211	0.0405	-0.0429
595	0.0022	-0.0379	-0.0128	-0.0272	0.0752	-0.017	-0.0909
596	-0.2773	-0.3189	0.054	-0.2191	-0.1656	-0.1697	-0.1625
597	-0.0863	-0.1079	0.0998	0.0627	0.0183	-0.1064	-0.1022
598	-0.1123	-0.1279	0.11	0.042	-0.0639	-0.0985	-0.0871
599	-0.1553	-0.1944	0.1173	-0.1188	-0.0763	-0.1306	-0.1526
600	-0.1188	-0.1679	0.1438	0.0402	-0.0189	-0.1386	-0.1174
601	-0.2588	-0.2814	0.1671	-0.0327	-0.0487	-0.1739	-0.1353
602	-0.0933	-0.1439	0.1598	0.141	0.083	-0.1154	-0.0688
603	-0.3248	-0.3544	0.1776	-0.0633	0.0045	-0.1783	-0.1388
604	-0.0703	-0.0969	0.1431	0.1388	0.1614	-0.0269	-0.0717
605	-0.0863	-0.1449	0.2192	0.201	0.2224	-0.0135	-0.072
606	-0.2343	-0.2849	0.0981	0.0563	0.0983	-0.1403	-0.1021
607	-0.1473	-0.1829	0.1801	0.0582	0.0422	-0.1296	-0.096
608	-0.3933	-0.4064	0.1566	-0.2484	-0.1703	-0.1873	-0.154
609	-0.3298	-0.3539	0.1737	-0.0569	-0.0752	-0.1034	-0.0965
610	-0.2873	-0.3119	0.1146	-0.1503	-0.0988	-0.1664	-0.1389
611	-0.3038	-0.3279	0.0969	-0.0661	-0.0967	-0.162	-0.0927
612	-0.2943	-0.3209	0.0491	-0.1761	-0.0815	-0.1712	-0.1337
613	-0.3643	-0.3849	0.1032	-0.1142	-0.123	-0.1433	-0.1227
614	-0.2643	-0.2799	0.0384	-0.0508	-0.0476	-0.1218	-0.1102
615	-0.2723	-0.3079	0.119	-0.0747	-0.0252	-0.1321	-0.1143
616	-0.2133	-0.2509	0.0682	-0.0759	-0.0839	-0.0924	-0.1071
617	-0.4003	-0.4479	-0.0767	-0.2395	-0.1663	-0.1656	-0.1551
618	-0.2693	-0.2819	0.032	-0.0343	-0.0386	-0.0098	-0.102
619	-0.2073	-0.2309	0.0111	-0.059	-0.0714	0.0415	-0.1016
620	-0.1263	-0.1599	-0.0169	0.0216	-0.0068	-0.052	-0.0949
621	-0.1598	-0.1864	-0.0567	-0.0496	-0.1667	-0.0824	-0.1033
622	-0.1998	-0.2264	-0.0882	-0.1686	-0.1219	-0.0403	-0.0953
623	-0.0903	-0.1699	-0.1718	-0.0745	-0.1151	-0.1498	-0.0633
624	-0.1993	-0.2269	-0.12	-0.1132	-0.1531	-0.1375	-0.1018
625	-0.1728	-0.2239	-0.1104	-0.0862	-0.1091	-0.1488	-0.0837
626	-0.1528	-0.1864	-0.0413	-0.1115	-0.1206	-0.1564	-0.1033
627	-0.4703	-0.5319	-0.0793	-0.3724	-0.4321	-0.3291	-0.194
628	-0.3103	-0.3499	-0.0324	-0.2308	-0.1721	-0.1605	-0.1175
629	-0.1358	-0.1429	-0.0744	-0.037	-0.091	-0.0275	-0.0675
630	-0.2063	-0.2294	-0.0695	-0.1683	-0.1582	-0.0903	-0.1148
631	-0.3323	-0.3449	-0.073	-0.3288	-0.2964	-0.2294	-0.1372
632	-0.2453	-0.2804	-0.0675	-0.1324	-0.1705	-0.2026	-0.1176
633	-0.2253	-0.2639	-0.0981	-0.2561	-0.207	-0.1489	-0.1086
634	-0.2423	-0.2599	-0.1483	-0.2684	-0.2091	-0.0983	-0.1107
635	-0.1893	-0.2249	-0.1424	-0.1216	-0.1645	-0.1588	-0.102
636	-0.1513	-0.1959	-0.1633	-0.0787	-0.1341	-0.1792	-0.0979
637	-0.2583	-0.3049	-0.1452	-0.2726	-0.24	-0.1753	-0.0957
638	-0.2413	-0.2484	-0.1668	-0.2862	-0.2114	-0.1914	-0.1289
639	-0.2528	-0.2659	-0.1839	-0.1985	-0.2409	-0.2192	-0.1217
640	-0.1703	-0.1594	-0.1786	-0.1495	-0.2178	-0.1787	-0.088
641	-0.2753	-0.2954	-0.2097	-0.2041	-0.2213	-0.1925	-0.0976
642	-0.2598	-0.2599	-0.2226	-0.2272	-0.1454	-0.1583	-0.1093
643	-0.2748	-0.2739	-0.1627	-0.2271	-0.1304	-0.205	-0.1279
644	-0.3183	-0.3229	-0.1486	-0.1367	-0.1072	-0.2032	-0.1128
645	-0.3203	-0.3449	-0.2295	-0.1514	-0.1786	-0.2691	-0.1093
646	-0.3863	-0.4229	-0.1218	-0.2762	-0.2538	-0.2155	-0.1609
647	-0.4788	-0.4924	-0.1055	-0.4257	-0.3577	-0.2119	-0.1834
648	-0.4673	-0.5039	-0.1602	-0.5585	-0.4117	-0.2625	-0.1648
649	-0.3823	-0.3829	-0.121	-0.4218	-0.2949	-0.1686	-0.1411
650	-0.3493	-0.3519	-0.0956	-0.1987	-0.175	-0.1565	-0.1229
651	-0.3693	-0.3799	-0.0931	-0.3018	-0.2553	-0.2026	-0.1481
